iter	RMSE
350	7576.144346
351	7573.596573
352	7553.687594
353	7531.796409
354	7509.755674
355	7493.304999
356	7474.517202
357	7462.307681
358	7461.038716
359	7439.455138
360	7438.159802
361	7414.214153
362	7394.642779
363	7363.754562
364	7323.221036
365	7306.083602
366	7304.940459
367	7286.244153
368	7274.138578
369	7273.039958
370	7258.662105
371	7239.115051
372	7226.331882
373	7221.501923
374	7220.499457
375	7181.101173
376	7165.285254
377	7164.260943
378	7146.978361
379	7114.196666
380	7104.022027
381	7103.120257
382	7082.0227
383	7057.445632
384	7030.695799
385	7009.340065
386	6998.423018
387	6980.653709
388	6975.883497
389	6960.955272
390	6940.225173
391	6937.366912
392	6934.042565
393	6917.239955
394	6890.791854
395	6869.892868
396	6844.229678
397	6829.058852
398	6828.15765
399	6784.372625
400	6753.838272
401	6746.609805
402	6716.748619
403	6705.693753
404	6691.33199
405	6668.392168
406	6646.995537
407	6611.243237
408	6583.345678
409	6555.778854
410	6545.268535
411	6544.505307
412	6521.659248
413	6502.626622
414	6491.115022
415	6460.898681
416	6449.05304
417	6440.500862
418	6438.802883
419	6421.117865
420	6408.028526
421	6389.380204
422	6364.252516
423	6351.688066
424	6328.638851
425	6324.160636
426	6323.019815
427	6297.955933
428	6287.947613
429	6259.205929
430	6241.673712
431	6205.301558
432	6203.652953
433	6180.748974
434	6178.368253
435	6176.717416
436	6158.413403
437	6151.362442
438	6123.465457
439	6094.512328
440	6080.972355
441	6069.199716
442	6050.800182
443	6025.959202
444	6016.296591
445	5999.905982
446	5984.185453
447	5962.882543
448	5943.923003
449	5914.212339
450	5893.261829
451	5876.633958
452	5862.858457
453	5861.022632
454	5856.6146
455	5846.307368
456	5842.377694
457	5832.98362
458	5814.540742
459	5808.278082
460	5807.370517
461	5781.94586
462	5764.519967
463	5755.865199
464	5755.132199
465	5740.736227
466	5725.476629
467	5716.657714
468	5698.524388
469	5697.697342
470	5679.771066
471	5670.685177
472	5652.07596
473	5630.642144
474	5615.2932
475	5595.244175
476	5585.84272
477	5567.132474
478	5546.46668
479	5540.748979
480	5521.539821
481	5517.803888
482	5516.654374
483	5492.442771
484	5480.784618
485	5472.889929
486	5449.340015
487	5431.52288
488	5429.764726
489	5425.047537
490	5424.226639
491	5402.289745
492	5383.99528
493	5370.933913
494	5354.722103
495	5348.90706
496	5326.336653
497	5325.421647
498	5312.902362
499	5299.946936
500	5283.487823
501	5270.650217
502	5264.565997
503	5252.309037
504	5240.689313
505	5230.394121
506	5211.305862
507	5198.560096
508	5192.753497
509	5176.692019
510	5164.897709
511	5142.97736
512	5133.863424
513	5113.029055
514	5095.421848
515	5086.807729
516	5079.31044
517	5059.118764
518	5050.596337
519	5027.780725
520	5027.18338
521	5006.136944
522	4996.690943
523	4981.45433
524	4974.42545
525	4960.407355
526	4945.349912
527	4933.734573
528	4920.63397
529	4914.434594
530	4903.304071
531	4896.820725
532	4882.552529
533	4881.836873
534	4881.318708
535	4863.804142
536	4854.36005
537	4842.096403
538	4828.93537
539	4816.323143
540	4799.869392
541	4778.592201
542	4771.782349
543	4760.517762
544	4749.555088
545	4737.623312
546	4722.159741
547	4718.550319
548	4699.439556
549	4676.967877
550	4669.08624
551	4662.609826
552	4652.260065
553	4650.664077
554	4633.747223
555	4614.210843
556	4596.508644
557	4579.891051
558	4578.642712
559	4567.404626
560	4557.923145
561	4553.221592
562	4541.058218
563	4525.326368
564	4517.529822
565	4507.192022
566	4491.358118
567	4490.783976
568	4490.302388
569	4476.326995
570	4471.619431
571	4447.740705
572	4433.424502
573	4431.417023
574	4414.083346
575	4400.383519
576	4397.570589
577	4386.306655
578	4376.960077
579	4366.519492
580	4360.969052
581	4356.112605
582	4339.92007
583	4330.539199
584	4317.961456
585	4299.221458
586	4298.127951
587	4279.931343
588	4270.463703
589	4252.454425
590	4235.257085
591	4232.506693
592	4219.030009
593	4218.393628
594	4203.052789
595	4188.045517
596	4187.533339
597	4174.919041
598	4162.322609
599	4146.251766
600	4142.268591
601	4124.257527
602	4123.101357
603	4113.102164
604	4104.275593
605	4091.389268
606	4079.08477
607	4068.539658
608	4058.632261
609	4055.417774
610	4054.720223
611	4054.082706
612	4053.653802
613	4040.819633
614	4026.898315
615	4020.67465
616	4010.615131
617	4009.313666
618	3994.874664
619	3993.332197
620	3991.686758
621	3991.090684
622	3990.496335
623	3989.957621
624	3989.59032
625	3976.997855
626	3962.685091
627	3949.093541
628	3948.334
629	3946.336504
630	3945.330608
631	3936.59223
632	3923.37651
633	3922.982635
634	3905.156601
635	3890.467011
636	3877.870519
637	3863.382612
638	3856.598061
639	3840.76518
640	3828.846352
641	3818.683119
642	3811.10374
643	3798.156054
644	3797.344074
645	3797.00404
646	3796.509407
647	3793.808241
648	3779.795738
649	3776.140608
650	3775.342916
651	3768.734961
652	3755.453255
653	3740.774835
654	3731.843553
655	3723.189769
656	3721.369389
657	3710.269135
658	3698.07057
659	3682.624612
660	3674.340719
661	3660.907987
662	3648.654814
663	3648.217331
664	3641.16383
665	3639.70447
666	3632.016732
667	3622.096976
668	3621.014306
669	3608.915204
670	3603.703315
671	3603.280622
672	3593.670973
673	3593.212169
674	3587.599893
675	3575.456819
676	3569.344399
677	3559.796284
678	3552.930713
679	3546.943994
680	3542.44318
681	3534.177914
682	3530.749154
683	3525.397296
684	3508.908855
685	3508.130943
686	3507.769004
687	3502.572242
688	3493.315204
689	3483.976675
690	3477.403685
691	3471.035203
692	3465.92293
693	3453.032451
694	3447.345715
695	3439.738835
696	3432.044171
697	3431.692888
698	3426.344231
699	3418.315855
700	3417.11664
701	3416.731995
702	3405.212128
703	3399.098751
704	3388.330721
705	3380.02619
706	3376.340587
707	3368.975484
708	3364.71526
709	3351.802971
710	3343.499446
711	3342.728869
712	3335.569092
713	3323.521926
714	3309.930981
715	3307.625327
716	3301.89696
717	3298.990793
718	3292.026321
719	3288.160957
720	3279.759913
721	3268.769221
722	3260.140208
723	3249.441363
724	3240.951648
725	3229.826518
726	3218.192677
727	3217.594329
728	3208.851378
729	3208.445815
730	3198.648556
731	3194.249555
732	3182.83535
733	3175.882725
734	3175.17855
735	3166.739436
736	3158.079692
737	3150.452215
738	3149.638778
739	3143.95899
740	3136.100624
741	3130.137208
742	3122.521174
743	3114.084354
744	3103.179311
745	3102.853543
746	3096.326687
747	3087.898093
748	3076.96957
749	3065.970528
750	3054.708507
751	3048.766533
752	3039.456757
753	3032.029512
754	3022.687246
755	3014.142669
756	3001.376368
757	2994.719113
758	2981.681812
759	2968.384538
760	2965.18252
761	2954.676271
762	2947.329454
763	2943.864834
764	2940.167736
765	2933.172376
766	2926.050483
767	2920.828371
768	2914.915975
769	2908.180113
770	2905.609784
771	2904.928975
772	2893.017931
773	2887.487986
774	2879.826858
775	2879.579901
776	2868.507943
777	2857.938576
778	2851.777911
779	2844.575662
780	2841.483898
781	2827.311387
782	2821.23311
783	2810.288726
784	2808.280584
785	2801.027453
786	2794.43648
787	2791.729875
788	2789.276553
789	2784.782055
790	2776.811791
791	2767.562255
792	2760.373988
793	2752.705609
794	2747.834163
795	2740.569375
796	2736.202776
797	2731.928128
798	2729.611118
799	2721.959886
800	2714.631851
801	2708.243148
802	2702.796545
803	2699.399629
804	2692.51271
805	2689.827593
806	2681.887207
807	2674.253257
808	2669.633316
809	2660.11901
810	2657.280037
811	2651.246905
812	2649.630299
813	2645.679911
814	2639.385619
815	2633.156688
816	2625.95119
817	2625.610774
818	2618.478155
819	2612.348524
820	2604.033639
821	2603.810156
822	2597.869768
823	2589.384282
824	2579.872729
825	2576.036122
826	2567.119584
827	2564.784931
828	2561.495171
829	2553.193011
830	2552.888481
831	2552.461399
832	2551.617944
833	2540.619363
834	2533.391913
835	2524.372521
836	2516.388917
837	2516.171629
838	2513.636363
839	2504.935812
840	2499.809855
841	2492.719252
842	2490.005897
